Refer_ID,Refer_smile,ecfp0_ID,ecfp0_smile,ecfp0_similarity,ecfp2_ID,ecfp2_smile,ecfp2_similarity,ecfp4_ID,ecfp4_smile,ecfp4_similarity,ecfp6_ID,ecfp6_smile,ecfp6_similarity,ecfc0_ID,ecfc0_smile,ecfc0_similarity,ecfc2_ID,ecfc2_smile,ecfc2_similarity,ecfc4_ID,ecfc4_smile,ecfc4_similarity,ecfc6_ID,ecfc6_smile,ecfc6_similarity,fcfp2_ID,fcfp2_smile,fcfp2_similarity,fcfp4_ID,fcfp4_smile,fcfp4_similarity,fcfp6_ID,fcfp6_smile,fcfp6_similarity,fcfc2_ID,fcfc2_smile,fcfc2_similarity,fcfc4_ID,fcfc4_smile,fcfc4_similarity,fcfc6_ID,fcfc6_smile,fcfc6_similarity,lecfp4_ID,lecfp4_smile,lecfp4_similarity,lecfp6_ID,lecfp6_smile,lecfp6_similarity,lfcfp4_ID,lfcfp4_smile,lfcfp4_similarity,lfcfp6_ID,lfcfp6_smile,lfcfp6_similarity,maccs_ID,maccs_smile,maccs_similarity,ap_ID,ap_smile,ap_similarity,tt_ID,tt_smile,tt_similarity,hashap_ID,hashap_smile,hashap_similarity,hashap4_ID,hashap4_smile,hashap4_similarity,hashtt_ID,hashtt_smile,hashtt_similarity,avalon_ID,avalon_smile,avalon_similarity,laval_ID,laval_smile,laval_similarity,rdk5_ID,rdk5_smile,rdk5_similarity,rdk6_ID,rdk6_smile,rdk6_similarity,rdk7_ID,rdk7_smile,rdk7_similarity
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.75,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.37037037037037035,T4801,Cc1cnc(C)cn1,0.25,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.23404255319148937,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.6956521739130435,T4801,Cc1cnc(C)cn1,0.5,T4801,Cc1cnc(C)cn1,0.375,T4801,Cc1cnc(C)cn1,0.33962264150943394,N099-0006,O=[N+]([O-])c1cccc(S(=O)(=O)N2CCCCC2c2cccnc2)c1,0.45454545454545453,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.2727272727272727,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.23076923076923078,T4801,Cc1cnc(C)cn1,0.5555555555555556,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.42105263157894735,T4801,Cc1cnc(C)cn1,0.37735849056603776,T4801,Cc1cnc(C)cn1,0.25,T4801,Cc1cnc(C)cn1,0.21875,T13923,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.O=[N+]([O-])[O-],0.24489795918367346,T4801,Cc1cnc(C)cn1,0.20689655172413793,TCFN91756,CN(C)N=Nc1nc[nH]c1C(N)=O,0.6226415094339622,STOCK1N-77012,CC=C(C)C(=O)O,0.42424242424242425,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.2127659574468085,STOCK1N-77012,CC=C(C)C(=O)O,0.27450980392156865,STOCK1N-77012,CC=C(C)C(=O)O,0.2857142857142857,T4801,Cc1cnc(C)cn1,0.17391304347826086,NP-019305,COC(=O)C=Cc1ncn(C)c1CC=C(C)CO,0.46387832699619774,T4704,Cn1cncc1CC(NC(=O)CCN)C(=O)O.O=[N+]([O-])O,0.3858695652173913,T1879,Cn1cnc(N)c2ncnc1-2,0.30927835051546393,T4971,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,0.27856025039123633,T20055,Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)(O)O)C1O,0.3272933182332956
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,T15277,Cn1c(=O)c2ncnnc2n(C)c1=O,0.75,T4801,Cc1cnc(C)cn1,0.3684210526315789,TN2965,CC(=O)c1cccc([N+](=O)[O-])c1,0.25,T4801,Cc1cnc(C)cn1,0.21875,T0625,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.6956521739130435,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.4827586206896552,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.3684210526315789,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.3283582089552239,TN4622,Cc1nccc2c3ccccc3n(C)c12,0.42105263157894735,T13923,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.O=[N+]([O-])[O-],0.25,TN6755,COc1cnccn1,0.21212121212121213,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.5517241379310345,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.42105263157894735,T4940,Cl.Cl.Cn1cncc1CCN,0.3728813559322034,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.23809523809523808,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.20408163265306123,T4801,Cc1cnc(C)cn1,0.24,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.2,T7977,[O-][n+]1onc2ccccc21,0.58,T3328,CC=C(C)C(=O)O,0.42424242424242425,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.2,T3328,CC=C(C)C(=O)O,0.27450980392156865,T3328,CC=C(C)C(=O)O,0.2857142857142857,T13499,Cn1c(=O)ccn(C2OC(CO)C(O)C2O)c1=O,0.16666666666666666,T4704,Cn1cncc1CC(NC(=O)CCN)C(=O)O.O=[N+]([O-])O,0.4586206896551724,NP-019305,COC(=O)C=Cc1ncn(C)c1CC=C(C)CO,0.38109756097560976,NP-010035,CC(C)=CCn1cnc(N)c2ncnc1-2,0.3006134969325153,NP-015368,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,0.27856025039123633,TCO2745,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,0.326644370122631
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,T0543,Cn1cnc2[nH]c(=O)[nH]c(=O)c21,0.6666666666666666,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.36,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.24390243902439024,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.2127659574468085,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.6956521739130435,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.4827586206896552,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.3684210526315789,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.3218390804597701,TN6755,COc1cnccn1,0.4117647058823529,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.24444444444444444,T4801,Cc1cnc(C)cn1,0.20689655172413793,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.5517241379310345,T4801,Cc1cnc(C)cn1,0.4166666666666667,T8790,Cl.Cl.Cn1cnc(CCN)c1,0.3728813559322034,T5299,O=[N+]([O-])c1ccc(O)cc1,0.23529411764705882,T5299,O=[N+]([O-])c1ccc(O)cc1,0.2,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.2391304347826087,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.19298245614035087,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.5384615384615384,T5542,CC=C(C)C(=O)O,0.42424242424242425,T2205,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,0.18518518518518517,T5542,CC=C(C)C(=O)O,0.27450980392156865,T5542,CC=C(C)C(=O)O,0.2857142857142857,T5213,CC(=O)OP(=O)([O-])[O-].[K+].[Li+],0.15789473684210525,T4934,Cn1cnc(CC(N)C(=O)O)c1,0.44765342960288806,T8274,Cn1cncc1CC(N)C(=O)O,0.37822349570200575,T2752,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1.O,0.28165374677002586,T2752,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1.O,0.2785016286644951,TN3521,COc1cc(C2COc3cc(OC)c4c(c3C2OC(C)=O)CCc2cc(O)ccc2-4)ccc1O,0.3264864864864865
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,T10021,Cn1c(=O)[nH]c2[nH]cnc2c1=O,0.6666666666666666,TN4622,Cc1nccc2c3ccccc3n(C)c12,0.36,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.24390243902439024,TN2965,CC(=O)c1cccc([N+](=O)[O-])c1,0.20833333333333334,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.6896551724137931,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.4782608695652174,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.36666666666666664,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.3218390804597701,TJS0312,Cc1cc(=O)oc2c([N+](=O)[O-])c(O)ccc12,0.4,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.24444444444444444,TN2959,COc1ccoc1,0.20588235294117646,T4940,Cl.Cl.Cn1cncc1CCN,0.55,T4940,Cl.Cl.Cn1cncc1CCN,0.41509433962264153,T4934,Cn1cnc(CC(N)C(=O)O)c1,0.36923076923076925,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.225,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.1875,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.2391304347826087,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.19298245614035087,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.5384615384615384,T19115,Cc1ccc(C(=O)O)cc1C,0.38,T5940,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.18518518518518517,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.2696629213483146,TN2965,CC(=O)c1cccc([N+](=O)[O-])c1,0.28169014084507044,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.14634146341463414,T19778,CC(=O)c1ncc(C(O)C(O)C(O)CO)[nH]1,0.4391891891891892,T4940,Cl.Cl.Cn1cncc1CCN,0.37777777777777777,STOCK1N-51172,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,0.28165374677002586,STOCK1N-51172,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,0.2785016286644951,T32649,CC(C)(OC1OC(CO)C(O)C(O)C1O)C1Cc2cc3ccc(=O)oc3c(O)c2O1,0.3264367816091954
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.6666666666666666,T5299,O=[N+]([O-])c1ccc(O)cc1,0.34782608695652173,TN4622,Cc1nccc2c3ccccc3n(C)c12,0.23809523809523808,T5299,O=[N+]([O-])c1ccc(O)cc1,0.2,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.6896551724137931,T0625,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.4782608695652174,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.36065573770491804,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.3055555555555556,AE-641/01100050,COc1cc2ccnc(C)c2cc1OC,0.4,TJS0312,Cc1cc(=O)oc2c([N+](=O)[O-])c(O)ccc12,0.24390243902439024,STOCK1N-06259,Cc1occc(=O)c1O,0.20512820512820512,T8790,Cl.Cl.Cn1cnc(CCN)c1,0.55,T8790,Cl.Cl.Cn1cnc(CCN)c1,0.41509433962264153,T8274,Cn1cncc1CC(N)C(=O)O,0.36923076923076925,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.21951219512195122,TN2965,CC(=O)c1cccc([N+](=O)[O-])c1,0.1836734693877551,TJS0312,Cc1cc(=O)oc2c([N+](=O)[O-])c(O)ccc12,0.23809523809523808,T13923,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.O=[N+]([O-])[O-],0.19047619047619047,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.5384615384615384,T0625,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.37398373983739835,T0892,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0.17857142857142858,T29310,CC(=Cc1ccccc1)[N+](=O)[O-],0.2625,T29310,CC(=Cc1ccccc1)[N+](=O)[O-],0.27692307692307694,T1339,Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,0.13333333333333333,T8274,Cn1cncc1CC(N)C(=O)O,0.43661971830985913,T22243,Cn1cncc1CC(NC(=O)CCN)C(=O)O,0.3753501400560224,T20041,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,0.28165374677002586,T20041,Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,0.2785016286644951,TN3352,COc1cc(CO)c2c(OC)c(-c3c(OC)cc(C)c4c(OC)cc(=O)oc34)c(=O)oc2c1,0.32623318385650224
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,STOCK1N-31747,Cn1c(=O)[nH]c2nncnc2c1=O,0.6666666666666666,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.34615384615384615,T5299,O=[N+]([O-])c1ccc(O)cc1,0.23529411764705882,T4704,Cn1cncc1CC(NC(=O)CCN)C(=O)O.O=[N+]([O-])O,0.19696969696969696,T4801,Cc1cnc(C)cn1,0.6666666666666666,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.4782608695652174,T0625,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.36065573770491804,T0625,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.3055555555555556,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.39285714285714285,STOCK1N-06259,Cc1occc(=O)c1O,0.24242424242424243,STOCK1N-87654,Cc1cc(=O)c(O)co1,0.20512820512820512,TN4488,Cn1ccc(=O)c(C#N)c1,0.55,TN4488,Cn1ccc(=O)c(C#N)c1,0.41509433962264153,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.367816091954023,TN2965,CC(=O)c1cccc([N+](=O)[O-])c1,0.21951219512195122,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.1791044776119403,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.23529411764705882,T8051,Cc1occc1SSc1ccoc1C,0.1891891891891892,TCFN91645,Nc1nc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)ccc1[N+](=O)[O-],0.5373134328358209,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.37398373983739835,T0070,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.17543859649122806,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.25773195876288657,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.27631578947368424,T4818,O=CCC(O)C(O)CO,0.13043478260869565,T22243,Cn1cncc1CC(NC(=O)CCN)C(=O)O,0.4355400696864111,T4934,Cn1cnc(CC(N)C(=O)O)c1,0.37317784256559766,T2993,Nc1ncnc2c1ncn2C1OC(CO)CC1O,0.28061224489795916,T19978,COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1,0.2777777777777778,N038-0008,COc1c2ccoc2nc2c(OC)c(OCC3OC(C)(C)OC3(C)C)ccc12,0.3242603550295858
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,STOCK1N-76883,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,0.6666666666666666,T15277,Cn1c(=O)c2ncnnc2n(C)c1=O,0.34615384615384615,T4704,Cn1cncc1CC(NC(=O)CCN)C(=O)O.O=[N+]([O-])O,0.23214285714285715,TN4622,Cc1nccc2c3ccccc3n(C)c12,0.19642857142857142,T0496,CN1CC(=O)N=C1N,0.6666666666666666,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.4782608695652174,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.36065573770491804,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.3055555555555556,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.39285714285714285,STOCK1N-87654,Cc1cc(=O)c(O)co1,0.24242424242424243,T5545,Cc1occc(=O)c1O,0.20512820512820512,T4934,Cn1cnc(CC(N)C(=O)O)c1,0.5454545454545454,T4934,Cn1cnc(CC(N)C(=O)O)c1,0.41379310344827586,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.367816091954023,T10021,Cn1c(=O)[nH]c2[nH]cnc2c1=O,0.21428571428571427,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.1791044776119403,T8051,Cc1occc1SSc1ccoc1C,0.22580645161290322,TJS0312,Cc1cc(=O)oc2c([N+](=O)[O-])c(O)ccc12,0.18518518518518517,T2S0837,O=[N+]([O-])c1ccc(-c2csc(CCl)n2)cc1,0.5370370370370371,T4525,CC(=CC(=O)O)C(=O)O,0.37037037037037035,T15277,Cn1c(=O)c2ncnnc2n(C)c1=O,0.16666666666666666,T10021,Cn1c(=O)[nH]c2[nH]cnc2c1=O,0.25609756097560976,TN2497,Cc1c(C(=O)O)c(=O)c2ccccc2n1C,0.26373626373626374,T2205,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,0.13043478260869565,T4940,Cl.Cl.Cn1cncc1CCN,0.42857142857142855,T8790,Cl.Cl.Cn1cnc(CCN)c1,0.3639240506329114,T4971,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,0.28,T2219,COc1ccc(CC(N)C(=O)NC2C(CO)OC(n3cnc4c(N(C)C)ncnc43)C2O)cc1.Cl.Cl,0.2777777777777778,TN3327,COc1cc2oc3c(c(=O)c2c(O)c1C)-c1cccc(O)c1OC3O,0.3240043057050592
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,PDK0014,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,0.6666666666666666,T10021,Cn1c(=O)[nH]c2[nH]cnc2c1=O,0.3333333333333333,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.23076923076923078,STOCK1N-76883,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,0.19607843137254902,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.6666666666666666,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.4583333333333333,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.3492063492063492,T5299,O=[N+]([O-])c1ccc(O)cc1,0.3050847457627119,T2S0837,O=[N+]([O-])c1ccc(-c2csc(CCl)n2)cc1,0.391304347826087,T5545,Cc1occc(=O)c1O,0.24242424242424243,T4940,Cl.Cl.Cn1cncc1CCN,0.2,T8274,Cn1cncc1CC(N)C(=O)O,0.5454545454545454,T8274,Cn1cncc1CC(N)C(=O)O,0.41379310344827586,TN4488,Cn1ccc(=O)c(C#N)c1,0.36666666666666664,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.21428571428571427,T4704,Cn1cncc1CC(NC(=O)CCN)C(=O)O.O=[N+]([O-])O,0.17647058823529413,T2S0837,O=[N+]([O-])c1ccc(-c2csc(CCl)n2)cc1,0.225,T4704,Cn1cncc1CC(NC(=O)CCN)C(=O)O.O=[N+]([O-])O,0.18032786885245902,TCFN70207,Cc1c(N)c(=O)n(-c2ccccc2)n1C,0.5272727272727272,T20880,CC(=CC(=O)O)C(=O)O,0.37037037037037035,T0480,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0.16393442622950818,TCFN90115,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],0.25555555555555554,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.26136363636363635,T5940,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.13043478260869565,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.4253968253968254,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.355,NP-015368,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,0.28,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.2776617954070981,TBBP05855,COc1cc(C2Oc3cc(OC)c4c(c3C2CO)CCc2cc(O)ccc2-4)ccc1O,0.32356257046223225
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,T0625,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.6666666666666666,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.3333333333333333,T0625,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0.21951219512195122,PDK0014,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,0.19607843137254902,TN2709,CC1=CC(C)(C)N=C(C)C1=O,0.6666666666666666,T15277,Cn1c(=O)c2ncnnc2n(C)c1=O,0.4583333333333333,TN2965,CC(=O)c1cccc([N+](=O)[O-])c1,0.3448275862068966,TN2965,CC(=O)c1cccc([N+](=O)[O-])c1,0.30303030303030304,TN2959,COc1ccoc1,0.3888888888888889,TN6755,COc1cnccn1,0.2413793103448276,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.19642857142857142,T5596,CC(=O)c1cnccn1,0.5263157894736842,T13923,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.O=[N+]([O-])[O-],0.40476190476190477,T5596,CC(=O)c1cnccn1,0.35714285714285715,T1231,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.21428571428571427,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.17647058823529413,TN4622,Cc1nccc2c3ccccc3n(C)c12,0.2222222222222222,T2S0837,O=[N+]([O-])c1ccc(-c2csc(CCl)n2)cc1,0.18,T1879,Cn1cnc(N)c2ncnc1-2,0.5208333333333334,TN2965,CC(=O)c1cccc([N+](=O)[O-])c1,0.36036036036036034,T8075,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,0.16326530612244897,T19115,Cc1ccc(C(=O)O)cc1C,0.25333333333333335,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.25609756097560976,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.1282051282051282,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.4253968253968254,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.355,T1506,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.2793017456359102,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.2776617954070981,STOCK1N-49632,COc1c2c(nc3occc13)C(CC=C(C)C)(OC)C(O)CC2,0.32356020942408376
Dimetridazole,Cc1ncc([N+](=O)[O-])n1C,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.6666666666666666,STOCK1N-76883,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,0.3333333333333333,T1083,Cn1c(=O)c2[nH]cnc2n(C)c1=O,0.21951219512195122,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.19230769230769232,T15277,Cn1c(=O)c2ncnnc2n(C)c1=O,0.6666666666666666,T10021,Cn1c(=O)[nH]c2[nH]cnc2c1=O,0.45454545454545453,T15277,Cn1c(=O)c2ncnnc2n(C)c1=O,0.34375,NP-004763,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.2972972972972973,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.38095238095238093,T4801,Cc1cnc(C)cn1,0.24,STOCK1N-99758,CCC1C(=O)OCC1Cc1cncn1C.O=[N+]([O-])O,0.19642857142857142,T8022,COC(=O)c1ccco1,0.5263157894736842,T4704,Cn1cncc1CC(NC(=O)CCN)C(=O)O.O=[N+]([O-])O,0.4,T4704,Cn1cncc1CC(NC(=O)CCN)C(=O)O.O=[N+]([O-])O,0.35555555555555557,T5654,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,0.21428571428571427,STOCK1N-76883,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,0.17307692307692307,TN4280,Cn1c2ccccc2c(=O)c2ccoc21,0.21875,T2722,Cc1nc(C)c(C)nc1C,0.17857142857142858,N085-0085,C[N+]12CCCCC1C(CNc1ccccc1[N+](=O)[O-])CCC2,0.5151515151515151,T4973,Cn1c(=O)[nH]c2ncn(C)c2c1=O,0.35772357723577236,TN2497,Cc1c(C(=O)O)c(=O)c2ccccc2n1C,0.15384615384615385,STOCK1N-76883,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,0.25,T4525,CC(=CC(=O)O)C(=O)O,0.2542372881355932,T0892,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,0.125,T8790,Cl.Cl.Cn1cnc(CCN)c1,0.4247104247104247,TN2074,CCC1C(=O)OCC1Cc1cncn1C,0.34190231362467866,T0853,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,0.2793017456359102,TMS2182,CC(=CCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O)CO,0.2772133526850508,N038-0206,COc1c2c(nc3occc13)C(CC=C(C)C)(OC)C(O)CC2,0.32356020942408376
